tconst,primaryTitle,startYear,runtimeMinutes,number_of_languages,budget,is_in_collection,release_month,popular_actors_count,rated_unknown,rated_R,rated_MA,rated_Unrated,rated_PG,rated_TV-14,rated_PG-13,rated_G,genre_Mystery,genre_Adventure,genre_Drama,genre_Action,genre_Comedy,genre_Documentary,genre_Thriller,genre_Romance,genre_Horror,genre_Crime,genre_unknown,AverageRating,rating_bins
tt10264878,A Stormy Night,2020,80,6,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.7,D
tt10265034,Land,2021,89,32,0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.6,C
tt10265444,"Mother, I Am Suffocating. This Is My Last Film About You.",2019,76,5,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,C
tt10267020,Autumn Promise,2019,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.3,D
tt10267396,Sid & Judy,2019,95,6,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,B
tt10267436,Hong Kong-Zhuhai-Macao Bridge,2019,71,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,D
tt10267720,The Odd Monk,2020,83,2,100000,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.2,B
tt10268316,Not a Slave,2021,81,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.4,E
tt10268436,Shai K.,2019,110,6,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,C
tt10268488,The Greatest Beer Run Ever,2022,126,38,0,0,9,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6.8,C
tt10268496,Too Lickrish,2019,0,3,125000,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1,D
tt10268550,Minyan,2020,118,12,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,C
tt10268654,Tales from the Rabbit Hole: A Curious Kitsch Novel,2020,120,4,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.9,C
tt10268708,Skin,2019,76,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,C
tt10268922,Si muore solo da vivi,2020,95,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4,D
tt10269016,Are You Proud?,2019,100,5,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,C
tt10269474,Ahora y siempre,2019,65,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.8,C
tt10269620,Liar! Uncover the Truth,2019,97,7,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9,E
tt10269680,Active Shooter,2020,68,5,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4.2,E
tt10269684,Woe,2020,84,8,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3.7,E
tt10270114,i-Mania,2019,100,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4,E
tt10270122,Gold Is All There Is,2019,0,2,61500,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,B
tt10270204,La voluntaria,2022,99,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,B
tt10270344,Passeggeri notturni,2019,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,C
tt10270416,Jurassic Island,2022,77,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1,E
tt10270592,"I, Leonardo",2019,90,13,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5,D
tt10270944,Monster Pool: Chapter Four,2018,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.6,E
tt10271516,Merci Bocuse,2019,90,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6,C
tt10271638,What Went Wrong?,2021,79,5,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,D
tt10272386,The Father,2020,97,57,6000000,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,8.2,A
tt10272460,"Infernal Guidon, or Cossack Christmas",2019,110,11,1340000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,B
tt10272534,Lux Æterna,2019,51,20,0,0,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.3,C
tt10272966,Raggarjävlar,2019,70,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.3,C
tt10273074,Kings of Beer,2019,83,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,B
tt10273384,Cyber Bride,2019,90,8,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,E
tt10273738,The Abandon,2022,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.8,C
tt10274284,Girl Lost: A Hollywood Story,2020,90,17,0,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.1,C
tt10274466,Hunting Evil,2019,90,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9,E
tt10274598,A Killer Awaits,2018,85,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9,E
tt10274962,Juansebastian,2019,69,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4,C
tt10275080,Agent Jade Black,2020,101,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,E
tt10275180,Camp Blood Kills,2019,85,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.1,E
tt10275398,Love Flower,2019,89,4,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.9,E
tt10275440,K-13,2019,103,6,0,0,5,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6.0,C
tt10275546,Aelay,2021,153,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.0,B
tt10275986,Les grands fantômes,2019,57,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5,A
tt10276054,A Resistance,2019,105,10,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,C
tt10276114,Rapid Response,2019,99,4,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.2,A
tt10276160,Weekend,2020,90,5,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.9,E
tt10276328,Kuntilanak 2,2019,100,3,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.3,E
tt10276470,Work It,2020,93,24,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.1,C
tt10276554,Beshoot,2019,120,7,1100000,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7.7,B
tt10276706,Astral Travel,2019,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6,E
tt10277744,Mai Ghat: Crime No 103/2005,2019,104,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.2,A
tt10278136,Libertines,2019,86,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5,C
tt10278276,Güller,2019,93,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.2,E
tt10278386,The Mermaid's Curse,2019,89,6,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.2,E
tt10278446,Our Dance of Revolution,2019,102,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.2,A
tt10278930,Divaldo: O Mensageiro da Paz,2019,119,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.1,A
tt10279010,Chasing the Dragon II: Wild Wild Bunch,2019,101,16,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.9,D
tt10279092,Away Bus,2019,95,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.6,B
tt10279102,4th Republic,2019,119,11,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1,C
tt10279104,Hire a Woman,2019,109,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.1,B
tt10279276,Memoria de la Sangre,2017,90,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,C
tt10279362,French Exit,2020,113,30,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.9,D
tt10280172,Shed,2019,82,3,25000,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5,E
tt10280220,Ghost Writer,2019,97,7,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,6.7,C
tt10280276,Coolie No. 1,2020,134,13,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4.2,E
tt10280296,Sardar Udham,2021,164,24,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.4,A
tt10283234,Ratrir Jatri,2019,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6,B
tt10283270,Detective vs. Sleuths,2022,101,16,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6.4,C
tt10283902,Feral State,2020,84,15,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.1,D
tt10283960,Nothing is Lost,2019,71,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.3,C
tt10283978,Le vieil âge et l'espérance,2019,87,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.3,A
tt10284716,#Malam Jumat: The Movie,2019,91,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4,D
tt10285826,A Kandahar Away,2019,83,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7,B
tt10286140,Ms Stern,2019,79,9,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.4,C
tt10286746,Burra Katha,2019,150,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.2,D
tt10287376,VHYes,2019,72,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.9,D
tt10287616,Once in Trubchevsk,2019,90,10,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,C
tt10287908,Spring,2021,87,11,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,D
tt10287954,Rose Island,2020,117,26,8000000,0,12,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,7.0,B
tt10288202,Ratnamanjarii,2019,150,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,E
tt10288320,Modelar,2020,105,42,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6.1,C
tt10288566,Another Round,2020,117,60,5150000,0,12,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.7,B
tt10288820,Chhota Bheem Kung Fu Dhamaka,2019,97,4,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.3,D
tt10288952,The 13th Man,2019,0,5,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,C
tt10289196,Mujeres infieles 5,2018,90,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.8,C
tt10289350,Am I a Serial Killer?,2019,90,7,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6,E
tt10289996,The Black Godfather,2019,118,10,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,B
tt10290062,Si Doel the Movie 2,2019,95,4,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.8,C
tt10290116,Gaalipata 2,2022,151,11,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.6,C
tt10290160,Influence,2020,90,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt10290198,The Void Evidence,2019,83,2,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.3,C
tt10290218,Das dunkle Paradies,2019,90,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.4,C
tt10290244,Little Nicholas,2022,82,11,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,B
tt10290352,The Bad Poet,2020,106,7,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,C
tt10290510,Operación Camarón,2021,90,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,D
tt10290998,Anhedonia,2019,110,3,0,0,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7.4,B
tt10291544,Cetto c'è senzadubbiamente,2019,93,3,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.2,D
tt10292050,South Terminal,2019,96,11,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,D
tt10292070,Flint: The Poisoning of an American City,2019,85,3,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt10292952,Gatsby in Connecticut: The Untold Story,2020,70,2,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,B
tt10293308,A Killer Next Door,2020,90,6,1000000,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1,E
tt10293406,The Power of the Dog,2021,126,56,0,0,12,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.8,C
tt10293476,Alpenland,2022,88,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,B
tt10293664,Boa Noite,2019,90,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6,B
tt10293884,"Maluma: Lo Que Era, Lo Que Soy, Lo Que Sere",2019,90,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,C
tt10293932,Cinema of Sleep,2021,105,4,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.6,A
tt10294052,Renovation of the Heart/It's a Fixer Upper,2019,84,7,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.3,E
tt10294344,Cute Devil,2018,85,10,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.8,E
tt10294458,Coffee with God,2019,88,3,88,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.5,B
tt10294858,The Elder Son,2019,125,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.6,B
tt10295074,Shadow Country,2020,135,7,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.8,C
tt10295212,Shershaah,2021,135,25,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8.4,A
tt10295314,Expired,2022,102,19,2000000,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6,E
tt10295430,Paramapadham Vilayattu,2021,121,8,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5,E
tt10295602,Line Walker 2: Invisible Spy,2019,98,27,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.1,C
tt10295824,Kalavani 2,2019,141,5,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4.1,E
tt10295834,Sunburned,2019,92,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,D
tt10295902,Hemelrijken,2019,92,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.3,C
tt10295936,Magic Mountains,2020,81,8,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5.1,D
tt10296414,Walled Citizen,2020,79,2,0,0,10,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8.3,A
tt10297320,Swingers,2019,80,7,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9,E
tt10297530,The Yellow Night,2019,100,7,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,D
tt10298052,Singa,2019,131,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.4,E
tt10298202,Greek Rock Revolution,2019,96,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,A
tt10298454,The Moneychanger,2019,97,13,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.4,C
tt10298490,Santos de Todos os Gols,2019,85,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0,A
tt10298712,Dinogore,2020,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5,D
tt10298810,Lightyear,2022,100,64,200000000,0,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.0,C
tt10298870,Hide and Bleed,2021,94,9,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6.1,C
tt10299138,La passione di Anna Magnani,2019,60,8,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4,B
tt10299146,Forman vs. Forman,2019,77,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,B
tt10299528,The Gravedigger,2019,80,2,50000,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.3,D
tt10299780,The Reunited States,2020,84,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,E
tt10299842,Pulanaivu,2019,118,3,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6.8,C
tt10299902,Baby Money,2021,93,10,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.6,E
tt10300166,Ghost Father,2019,88,5,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.4,D
tt10300174,Lynn + Lucy,2019,90,6,0,0,7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6.7,C
tt10300254,Evadu Thakkuva Kadu,2019,125,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.2,B
tt10300286,The Redeemers,2020,90,8,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3,D
tt10300302,Okate Life,2019,129,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.2,D
tt10300380,Sangathamizhan,2019,147,10,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,E
tt10300450,Laabam,2021,144,11,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.4,E
tt10300570,Kadaisi Vivasayi,2021,122,10,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.9,A
tt10300646,Kaadhal Munnetra Kazhagam,2019,112,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4,E
tt10300662,Kidnap,2019,130,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5.1,D
tt10300674,Gubbi Mele Bramhastra,2019,143,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1,D
tt10300682,Blood Memory,2019,107,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.8,A
tt10300704,Walter,2020,133,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.6,E
tt10300710,Hit & Run,2019,114,6,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.3,C
tt10301262,The Lovely Mrs. Mookherjee,2019,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6,D
tt10303324,Survive the Night,2020,90,32,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4.1,E
tt10303430,Sightless,2020,89,23,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.5,D
tt10303892,The Outsider,2019,86,7,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,E
tt10303954,Uyut,2019,147,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.1,C
tt10304022,Når knoklene blir til gelé,2017,46,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5,B
tt10304142,Amsterdam,2022,134,36,0,0,10,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.7,D
tt10305328,Arctic Apocalypse,2019,88,14,0,0,8,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2.1,E
tt10305616,Malaal,2019,136,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5.8,D
tt10305872,Õiglus,2019,70,2,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.6,E
tt10305920,B309,2019,46,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.8,A
tt10306228,This Is Paris,2020,110,11,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9,C
tt10306450,The Kindred,2021,94,15,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.7,E
tt10306516,Silo,2019,76,4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.8,D
tt10307440,The Decline,2020,83,32,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.0,C
tt10307724,Madame Claude,2021,112,25,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.4,D
tt10307786,Ako,2018,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.9,E
tt10307856,The Argument,2020,81,15,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.6,E
tt10307890,Ay Mariposa,2019,57,2,50000,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.1,A
tt10307922,Home Front,2020,101,12,0,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,D
tt10308160,Force of Nature Natalia,2019,82,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8,C
tt10308474,Manson: Music from an Unsound Mind,2019,108,5,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
tt10308502,An Intrusion,2021,98,11,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4.4,E
tt10308528,Helen,2020,99,3,0,0,9,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.2,A
tt10308538,Flower Boy,2019,106,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4,C
tt10308630,Tadao Ando - Samurai Architect,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.8,B
tt10308634,My First Client,2019,114,14,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.3,B
tt10308674,Spasibo dedu za pobedu,2019,84,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9,E
tt10308686,Calum Von Moger: Unbroken,2019,95,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,C
tt10308776,Chinatown Rising,2019,85,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.8,B
tt10308878,Big Gold Brick,2022,132,24,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.4,E
tt10308928,Force of Nature,2020,91,37,0,0,6,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4.6,E
tt10309212,Qaranliq,2018,75,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5.3,D
tt10309216,Dennis Does Pakistan,2019,88,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.1,B
