tconst,primaryTitle,startYear,runtimeMinutes,number_of_languages,budget,is_in_collection,release_month,popular_actors_count,rated_unknown,rated_R,rated_MA,rated_Unrated,rated_PG,rated_TV-14,rated_PG-13,rated_G,genre_unknown,genre_Comedy,genre_Adventure,genre_Horror,genre_Action,genre_Crime,genre_Documentary,genre_Drama,genre_Mystery,genre_Romance,genre_Thriller,AverageRating,rating_bins
tt14577300,Fortress,2021,99,33,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.3,0
tt14577304,Fortress: Sniper's Eye,2022,87,26,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.8,0
tt14577742,Not So Friendly Neighborhood Affair,2021,90,8,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.9,3
tt14578032,God's Not Dead: We the People,2021,110,16,0,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.2,0
tt14579474,A Fire Inside,2021,91,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.8,4
tt14579590,Die Rastatter Prozesse: Kriegsverbrecher vor Gericht,2021,90,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,3
tt14579998,Dear Imamku,2021,105,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.6,3
tt14580260,Manchester United: For the Glory,2020,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.9,1
tt14580998,The Goldfish: Dreaming of the Sea,2021,77,6,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.7,1
tt14581062,Lionel Messi: The Greatest,2020,55,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1
tt14581084,Axiom,2022,112,6,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,2
tt14581444,The Neutral Ground,2021,82,4,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,4
tt1458169,Kidnap,2017,95,38,21000000,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.9,1
tt14582826,Unsurety,2021,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2,3
tt14584216,Infrared,2022,88,14,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,0
tt14584284,Alone Together,2022,98,24,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5.1,1
tt14584478,On the Trail of Bigfoot: The Journey,2021,95,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.3,1
tt14585564,Run,2021,130,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1
tt14585862,Dirty Tricks,2021,100,12,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5,2
tt14585902,Lokillo,2021,90,6,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9,0
tt14586118,Driving Madeleine,2022,91,8,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,2
tt14586176,A Christmas Number One,2021,112,11,0,0,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.5,1
tt14586282,Cherubhead,2021,0,2,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.2,4
tt14586396,RiffTrax: Retro Puppet Master,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,2
tt14586662,Kanye West: A Higher Power,2020,0,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
tt14587026,Polaris,2022,89,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6.5,2
tt14587078,Above the World,2022,110,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.7,3
tt14587086,Changes,2021,145,2,500000,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,3
tt14587212,Johnny Depp: King of Cult,2021,0,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,4
tt14588396,A qui veut bien l'entendre,2021,90,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,2
tt14588796,Creation is Violent: Anecdotes on Kinski's Final Years,2021,81,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.3,3
tt1458902,2050,2020,106,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.7,0
tt14589416,You & Me XXX,2017,95,4,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5.5,1
tt14589916,The Hummingbird,2022,126,10,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.7,3
tt14589932,Sin La Habana,2020,94,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.4,3
tt14590480,The Way to the Heart,2022,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,2
tt14590650,Don Juan,2022,110,8,0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.6,0
tt14590886,Vampfather,2022,93,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4,2
tt14591028,Fatal Memory,2022,85,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.4,1
tt14591278,Malaysia to Amnesia,2021,116,7,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.4,2
tt14591328,Collect Your Roadkill,2021,85,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.5,4
tt14591338,Perfume de Gardenias,2021,97,4,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.2,3
tt14591362,Architecture of Ra,2021,75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9,3
tt14591594,The Devil You Know,2022,116,23,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9,0
tt14591614,Christmas on the Carousel,2021,71,3,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,1
tt14592064,Home Team,2022,95,36,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2
tt14592184,Niagara,2022,106,3,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.2,3
tt14592524,Sex Abuse in the Church: Code of Silence,2017,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,3
tt14592948,Loving Adults,2022,104,34,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6.5,2
tt14592998,Railway Children,2022,99,27,0,1,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.5,1
tt14595508,"Michael Cimino, God Bless America",2021,130,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,3
tt14596320,Spin Me Round,2022,104,29,0,0,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.3,1
tt14597294,The Phantom,2021,82,9,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5,2
tt14597532,Land of Gold,2022,110,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2,4
tt14597686,Storm Lake,2021,85,6,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,3
tt14597862,Never Alone,2022,84,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2,2
tt14598156,Cain and Abel,2021,100,8,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2,3
tt14598224,Audition: Found Footage Film,2021,84,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.9,0
tt14598598,Aloners,2021,91,22,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.8,2
tt14598638,The Warriorr,2022,155,23,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.7,0
tt14598646,Aa Ammayi Gurinchi Meeku Cheppali,2022,142,8,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,2
tt14598754,Honsla Rakh,2021,145,17,1065465,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7.3,3
tt14598840,Carbon,2022,115,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5.9,1
tt14598876,Udd Ja Re,2022,83,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.8,2
tt14599028,Kally's Mashup ¡Un cumpleaños muy Kally!,2021,100,4,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,4
tt14599264,Jim Morrison: The Wild Child,2019,0,2,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,3
tt14599510,The Other Side of the River,2021,98,8,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.4,3
tt14599556,Hem müslüman hem feminist,2020,62,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.8,1
tt14599938,Sweet & Sour,2021,101,28,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6.7,2
tt14600112,Mohist Mechanism,2021,83,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.7,2
tt14602014,The 5th Man,2022,70,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.4,4
tt14604446,Jangnong (Indian Pink),2021,82,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9.8,4
tt14604562,Cut!,2021,78,6,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4.6,0
tt14604564,Robot Apocalypse,2021,87,12,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6,0
tt14604962,The Body Won't Close,2021,74,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,3
tt14605182,Hell's Garden,2021,102,29,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.4,2
tt14605210,And So the Baton Is Passed,2021,137,8,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,2
tt14605258,Intolerance,2021,107,9,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2,3
tt14605448,Miss Futuro,2021,90,2,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,2
tt14606120,Swagatam,2021,120,6,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.1,3
tt14606404,Roman Kemp: Our Silent Emergency,2021,60,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.4,4
tt14608798,Bolt,2019,80,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2,1
tt14609660,Dark Blossom,2021,80,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.0,3
tt14609676,All I Want for Christmas,2021,90,1,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.8,2
tt14609710,Skating Polly: Ugly Pop,2021,107,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,3
tt14611368,Trippin' with the Kandasamys,2021,93,24,0,1,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5.0,1
tt14611910,Blue,2021,107,11,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,2
tt14611980,Sumodo,2020,104,10,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,2
tt1461238,Kurt Vonnegut: Unstuck in Time,2021,127,12,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.8,3
tt14614698,The Way of Miracles,2021,82,6,200000,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.3,3
tt14614750,Because of my Body,2019,83,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,4
tt14614892,Dragon Ball Super: Super Hero,2022,100,51,0,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7.2,3
tt14616038,Kreka: Dreamcatcher,2021,92,5,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.4,4
tt14617248,Prakash,2022,125,10,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.3,4
tt14617336,Ruins,2021,76,2,25000,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.6,0
tt14617606,Huonot naiset,2022,97,1,1650000,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.7,2
tt14617622,In the Name of the Son,2021,90,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.8,1
tt14617732,Poppy,2021,98,4,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7.7,3
tt14617914,Tierra Santa. El último peregrino,2021,86,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,3
tt14618008,ABBA: Super Troupe,2019,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt14618028,Wolves of War,2022,87,25,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.3,0
tt14618046,Amy Winehouse: The Price of Fame,2020,63,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.2,1
tt14618312,The Hamlet Syndrome,2022,85,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9,3
tt14618590,All of us,2021,91,3,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,4
tt14618708,Chance the Rapper's Magnificent Coloring World,2021,64,4,20491,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,4
tt14618902,Revolta dos Malês,2021,83,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.7,3
tt14619154,Vetro,2022,90,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.1,2
tt14620048,Takeaway,2022,95,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.7,2
tt14620732,Clash,2021,88,5,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,2
tt14621038,The Last House on the Street,2021,73,9,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.8,0
tt14622542,Doula,2022,105,19,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3,0
tt14622802,Brother and Sister,2022,108,22,4800000,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.6,1
tt14622962,Bitchin': The Sound and Fury of Rick James,2021,111,6,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.3,3
tt14622972,Bernstein's Wall,2021,105,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,4
tt14622994,The Conductor,2021,90,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.9,3
tt14623056,Accepted,2021,92,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1,4
tt14623080,The Death of My Two Fathers,2021,86,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.6,4
tt14623168,Alien Danger 2! With Raven Van Slender,2021,0,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0
tt14623178,The Father of the Cyborgs,2021,76,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,3
tt14623196,No Straight Lines: The Rise of Queer Comics,2021,79,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.2,3
tt14623242,Reflection: A Walk with Water,2021,80,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,4
tt14623762,Death Valley,2021,91,23,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,0
tt14623808,Como Hackear seu Chefe,2021,85,3,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,2
tt14624318,The Extinction of Fireflies,2021,84,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,2
tt14624330,Arsenault & Fils,2022,120,3,4000000,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,3
tt14624430,No Lost Love,2021,83,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.8,0
tt14624470,Gaurav Gupta: Market Down Hai,2021,50,3,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.3,3
tt14625000,Becoming Princess Diana,2021,0,3,115200,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.4,4
tt14625012,Aru shokuba,2020,135,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.9,1
tt14625158,BTS: Global Takeover,2020,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.8,4
tt14625190,It's a Summer Film!,2020,97,12,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.9,2
tt14625254,Nosari no shima,2020,129,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4,1
tt14625298,Ninzû no machi,2020,111,5,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.3,2
tt14625660,Ainu Neno an Ainu,2021,72,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.4,3
tt14625702,Blackout Love,2021,95,7,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.4,1
tt14626814,Kim Min-young of the Report Card,2021,94,7,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,2
tt14627004,Not Out,2021,108,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2,2
tt14627144,Me Sinto Bem Com Você,2021,140,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.0,2
tt14627194,Coming to You,2021,93,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,3
tt1462759,Butcher's Crossing,2022,105,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,3
tt14628220,Forty Winks,2022,80,2,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9.1,4
tt14630348,The Price of Freedom,2021,94,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.4,1
tt14631142,Raktbeej,2022,121,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,9.1,4
tt14631426,MOVIE MAN,2021,82,3,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5,2
tt14631460,Io e Angela,2021,99,3,0,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5.2,1
tt14631466,"Bröllop, begravning och dop - Filmen",2021,108,2,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.0,0
tt14631498,Bamse och vulkanön,2021,69,4,0,1,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5,1
tt14631532,The Dutch Boys,2021,98,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2,2
tt14631866,Halt,2021,84,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.3,4
tt14631978,Menunggu Bunda,2021,87,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.7,4
tt14632036,Hari yang Dijanjikan,2021,68,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,4
tt14633194,Little Sorcerer,2021,86,20,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,0
tt14633958,Charles & Diana: 1983,2021,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,3
tt14636620,First Lady 3,2021,107,3,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.4,3
tt14636668,City of Ali,2021,81,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,3
tt14636704,Skál,2021,76,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt14636934,True and False Monkey King,2020,91,14,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.2,2
tt14637756,Rooney,2022,103,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,2
tt14637786,Cher: Life in the Spotlight,2019,0,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5,2
tt14637796,Gajanana and gang,2022,108,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.3,4
tt14637876,Chernobyl: Hour by Hour,2020,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.2,1
tt14637914,Chernobyl: The Invisible Enemy,2021,57,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6,1
tt14637930,Swingers,2022,97,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4.4,0
tt14638076,Conor McGregor: The Irishman,2020,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.6,0
tt14638362,Broken Harts,2021,85,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.9,2
tt14639680,Operación Feliz Navidad,2021,77,3,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.8,0
tt14639702,El mundo es vuestro,2022,102,3,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.6,0
tt14640242,Together,2021,92,25,0,0,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6.2,2
tt14641542,The Eight Mountains,2022,147,19,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2,3
tt14641876,Raspberries with Mustard,2021,90,5,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.6,2
tt14642304,The Extravaganza,2020,72,2,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,4
tt14642626,Sick,2022,83,9,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.7,2
tt1464335,Uncharted,2022,116,49,120000000,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6.3,2
tt14644048,Sons of Ramses,2022,98,5,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,1
tt14644126,Kevin Garnett: Anything Is Possible,2021,120,6,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt14646324,Gorenography,2021,162,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,2
tt1464763,Mute,2018,126,30,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5.4,1
tt14650838,Lupo Bianco,2022,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1,0
tt14651292,Die letzten Reporter,2020,95,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.8,2
tt14651512,Life of Ivanna,2021,79,14,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1,3
tt14653026,The Degenerates,2021,50,13,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,3
tt14653702,Antenna,2021,84,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,2
tt14653804,Qazi,2021,81,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.6,1
tt14653920,Janine Jansen Falling for Stradivari,2021,81,3,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.5,3
